Date,Open,High,Low,Close,Adj Close,Volume
2022-04-05,12353.519531,12380.570313,12300.169922,12376.969727,12376.969727,43808100
2022-04-06,12375.839844,12395.889648,12247.459961,12320.099609,12320.099609,50006800
2022-04-07,12392.889648,12472.080078,12353.280273,12372.459961,12372.459961,47636000
2022-04-08,12488.919922,12507.690430,12422.509766,12507.690430,12507.690430,45452800
2022-04-11,12514.769531,12569.969727,12463.219727,12528.610352,12528.610352,53096400
2022-04-12,12402.650391,12433.969727,12337.049805,12378.870117,12378.870117,47609900
2022-04-13,12364.480469,12394.889648,12315.769531,12378.679688,12378.679688,35962300
2022-04-14,12384.469727,12496.969727,12375.709961,12475.080078,12475.080078,42243100
2022-04-19,12363.540039,12383.669922,12212.129883,12281.419922,12281.419922,43813400
2022-04-20,12287.570313,12341.089844,12284.690430,12310.169922,12310.169922,46405800
2022-04-21,12366.910156,12424.160156,12301.330078,12301.330078,12301.330078,45639500
2022-04-22,12214.320313,12316.740234,12203.610352,12258.330078,12258.330078,42216600
2022-04-25,12046.009766,12169.639648,12029.549805,12084.980469,12084.980469,49123300
2022-04-26,12159.700195,12173.900391,11933.280273,11933.280273,11933.280273,55359700
2022-04-27,11924.959961,12082.889648,11814.839844,12051.480469,12051.480469,54134000
2022-04-28,12097.769531,12171.589844,12033.860352,12068.410156,12068.410156,42639900
2022-04-29,12134.139648,12219.509766,12117.559570,12128.759766,12128.759766,37559500
2022-05-02,12081.230469,12097.980469,11863.629883,11971.730469,11971.730469,37041200
2022-05-03,12003.589844,12067.740234,11937.150391,12001.879883,12001.879883,43381800
2022-05-04,11971.410156,11994.330078,11880.240234,11880.240234,11880.240234,35595700
2022-05-05,12009.000000,12048.139648,11857.629883,11877.269531,11877.269531,45767700
2022-05-06,11843.990234,11866.629883,11671.480469,11730.419922,11730.419922,42179800
2022-05-09,11669.370117,11701.870117,11444.179688,11444.179688,11444.179688,44842600
2022-05-10,11526.709961,11655.620117,11478.759766,11541.719727,11541.719727,44943100
2022-05-11,11536.000000,11568.599609,11408.959961,11553.660156,11553.660156,49964900
2022-05-12,11380.429688,11548.929688,11288.019531,11506.129883,11506.129883,52084300
2022-05-13,11544.509766,11650.419922,11529.799805,11650.419922,11650.419922,40331700
2022-05-16,11622.490234,11721.570313,11584.559570,11672.230469,11672.230469,38599900
2022-05-17,11740.059570,11808.009766,11687.370117,11730.440430,11730.440430,34919500
2022-05-18,11736.040039,11783.129883,11579.139648,11579.139648,11579.139648,39120300
2022-05-19,11464.200195,11465.839844,11233.719727,11309.490234,11309.490234,47444000
2022-05-20,11410.429688,11419.620117,11286.519531,11308.980469,11308.980469,46453600
2022-05-23,11438.990234,11466.280273,11348.750000,11466.280273,11466.280273,40402800
2022-05-24,11391.650391,11532.030273,11383.280273,11483.559570,11483.559570,38508500
2022-05-25,11548.389648,11576.559570,11468.940430,11491.799805,11491.799805,33783500
2022-05-27,11566.000000,11657.240234,11501.030273,11647.169922,11647.169922,41899300
2022-05-30,11707.769531,11751.160156,11673.190430,11736.259766,11736.259766,30798600
2022-05-31,11686.269531,11718.910156,11597.389648,11611.379883,11611.379883,74161800
2022-06-01,11682.240234,11692.660156,11494.120117,11494.120117,11494.120117,33017700
2022-06-02,11502.580078,11571.419922,11501.320313,11550.200195,11550.200195,24761200
2022-06-03,11605.719727,11615.400391,11524.049805,11529.160156,11529.160156,24162500
2022-06-07,11563.679688,11575.769531,11493.480469,11534.179688,11534.179688,33798300
2022-06-08,11546.740234,11549.669922,11411.429688,11467.389648,11467.389648,84824800
2022-06-09,11434.099609,11478.379883,11322.429688,11322.429688,11322.429688,61760300
2022-06-10,11248.820313,11248.820313,11018.559570,11084.620117,11084.620117,54669200
2022-06-13,10963.719727,11020.230469,10855.250000,10896.250000,10896.250000,51352500
2022-06-14,10920.669922,10940.320313,10699.070313,10699.070313,10699.070313,51205900
2022-06-15,10778.809570,10850.169922,10682.700195,10783.589844,10783.589844,48496200
2022-06-16,10722.750000,10735.049805,10441.620117,10475.370117,10475.370117,65599400
2022-06-17,10482.700195,10592.120117,10424.809570,10451.309570,10451.309570,116514100
2022-06-20,10450.500000,10485.910156,10392.099609,10485.910156,10485.910156,27532800
2022-06-21,10519.400391,10578.030273,10479.839844,10479.839844,10479.839844,32839500
2022-06-22,10372.889648,10543.009766,10349.650391,10528.339844,10528.339844,42127400
2022-06-23,10468.750000,10521.709961,10404.769531,10453.309570,10453.309570,39932300
2022-06-24,10507.830078,10823.120117,10503.299805,10823.120117,10823.120117,50568400
2022-06-27,10873.429688,10921.030273,10826.919922,10906.820313,10906.820313,42376200
2022-06-28,10921.059570,10933.740234,10802.799805,10809.570313,10809.570313,34670700
2022-06-29,10708.070313,10811.750000,10662.589844,10811.750000,10811.750000,35765800
2022-06-30,10708.900391,10741.209961,10606.509766,10741.209961,10741.209961,53672200
2022-07-01,10647.019531,10815.389648,10631.549805,10770.400391,10770.400391,30960200
2022-07-04,10835.669922,10918.879883,10833.820313,10881.969727,10881.969727,25026400
2022-07-05,10907.280273,10916.200195,10702.500000,10702.500000,10702.500000,43847400
2022-07-06,10823.860352,10896.679688,10780.120117,10840.599609,10840.599609,38335200
2022-07-07,10911.019531,10988.419922,10859.589844,10940.980469,10940.980469,36863100
2022-07-08,10935.290039,11030.000000,10882.860352,11015.030273,11015.030273,35620300
2022-07-11,10891.169922,11027.500000,10879.250000,11027.160156,11027.160156,25559000
2022-07-12,10969.530273,11069.830078,10925.900391,11069.830078,11069.830078,29160800
2022-07-13,10991.879883,10991.879883,10805.389648,10904.849609,10904.849609,39553700
2022-07-14,10877.190430,10883.219727,10755.459961,10799.519531,10799.519531,36827400
2022-07-15,10842.339844,10982.089844,10797.900391,10982.089844,10982.089844,48085100
2022-07-18,11001.929688,11114.780273,10993.309570,11010.179688,11010.179688,32809200
2022-07-19,10959.950195,11143.059570,10939.509766,11122.080078,11122.080078,36103200
2022-07-20,11151.900391,11188.309570,11052.950195,11059.490234,11059.490234,28162500
2022-07-21,11019.429688,11134.740234,11002.169922,11134.740234,11134.740234,37652900
2022-07-22,11095.259766,11178.030273,11075.969727,11096.120117,11096.120117,28076000
2022-07-25,11034.330078,11156.320313,11029.690430,11129.349609,11129.349609,32424200
2022-07-26,11142.000000,11144.320313,11074.150391,11102.309570,11102.309570,49817400
2022-07-27,11134.469727,11138.030273,11056.740234,11056.740234,11056.740234,51490300
2022-07-28,11084.679688,11129.330078,11041.169922,11129.330078,11129.330078,44580100
2022-07-29,11174.450195,11216.759766,11145.910156,11145.910156,11145.910156,45617200
2022-08-02,11118.110352,11135.959961,11019.629883,11118.099609,11118.099609,41975300
2022-08-03,11076.070313,11200.360352,11054.019531,11178.990234,11178.990234,29075000
2022-08-04,11153.889648,11230.080078,11151.080078,11202.660156,11202.660156,34656500
2022-08-05,11176.009766,11220.469727,11112.169922,11123.070313,11123.070313,27582800
2022-08-08,11178.940430,11210.139648,11144.769531,11166.320313,11166.320313,28171200
2022-08-09,11135.330078,11177.370117,11100.660156,11132.480469,11132.480469,37402400
2022-08-10,11089.519531,11170.459961,11065.110352,11155.099609,11155.099609,33515900
2022-08-11,11192.570313,11205.009766,11114.719727,11154.580078,11154.580078,37483400
2022-08-12,11130.910156,11178.040039,11110.799805,11128.240234,11128.240234,29584800
2022-08-15,11157.219727,11188.980469,11104.000000,11171.540039,11171.540039,20944500
2022-08-16,11182.589844,11185.919922,11085.129883,11130.440430,11130.440430,22806500
2022-08-17,11137.839844,11192.679688,11114.599609,11128.190430,11128.190430,58811200
2022-08-18,11107.700195,11186.500000,11090.080078,11167.589844,11167.589844,20217600
2022-08-19,11125.799805,11241.179688,11125.799805,11156.719727,11156.719727,33741200
2022-08-22,11105.650391,11144.599609,11052.389648,11085.839844,11085.839844,31922300
2022-08-23,11021.230469,11046.459961,10921.849609,10933.059570,10933.059570,28730300
2022-08-24,10925.639648,11020.440430,10895.269531,11012.870117,11012.870117,28571200
2022-08-25,11056.950195,11122.179688,10975.509766,11063.879883,11063.879883,24985900
2022-08-26,11095.690430,11102.500000,10930.370117,10942.160156,10942.160156,26911200
2022-08-29,10882.900391,10938.169922,10840.610352,10896.740234,10896.740234,24437200
2022-08-30,10914.179688,11007.860352,10865.820313,10884.950195,10884.950195,24859000
2022-08-31,10898.129883,10949.599609,10816.540039,10855.030273,10855.030273,39441000
2022-09-01,10768.610352,10778.929688,10652.280273,10663.440430,10663.440430,36870600
2022-09-02,10720.459961,10897.059570,10713.250000,10891.709961,10891.709961,37118900
2022-09-05,10742.150391,10837.230469,10686.589844,10819.540039,10819.540039,26024100
2022-09-06,10819.780273,10930.480469,10780.120117,10834.179688,10834.179688,26479800
2022-09-07,10799.629883,10841.620117,10727.120117,10805.160156,10805.160156,28106900
2022-09-08,10849.330078,10867.830078,10667.429688,10790.320313,10790.320313,32637200
2022-09-09,10814.389648,10940.519531,10793.240234,10900.240234,10900.240234,31983300
2022-09-12,10928.599609,11013.980469,10901.120117,10990.750000,10990.750000,34481000
2022-09-13,11034.080078,11083.490234,10891.540039,10891.540039,10891.540039,41209100
2022-09-14,10840.360352,10872.759766,10727.429688,10754.400391,10754.400391,39102000
2022-09-15,10762.950195,10837.099609,10714.589844,10746.700195,10746.700195,32701900
2022-09-16,10692.799805,10750.950195,10610.650391,10610.650391,10610.650391,105561000
2022-09-19,10588.179688,10645.389648,10520.900391,10617.009766,10617.009766,29772400
2022-09-20,10648.169922,10690.839844,10476.540039,10476.540039,10476.540039,32526800
2022-09-21,10415.669922,10450.620117,10380.480469,10429.400391,10429.400391,31948000
2022-09-22,10268.669922,10458.099609,10266.700195,10297.650391,10297.650391,49474200
2022-09-23,10276.650391,10322.190430,10091.870117,10137.780273,10137.780273,68985400
2022-09-26,10131.540039,10160.889648,10015.370117,10072.620117,10072.620117,49658700
2022-09-27,10120.559570,10201.230469,10108.849609,10126.429688,10126.429688,47256700
2022-09-28,10065.209961,10220.759766,10059.790039,10220.759766,10220.759766,66470600
2022-09-29,10159.400391,10166.070313,10041.519531,10126.990234,10126.990234,49269600
2022-09-30,10174.219727,10275.860352,10155.650391,10267.549805,10267.549805,45452400
2022-10-03,10182.269531,10290.709961,10097.839844,10290.709961,10290.709961,69774600
2022-10-04,10367.469727,10590.919922,10355.750000,10590.919922,10590.919922,57987000
2022-10-05,10532.169922,10593.559570,10449.530273,10477.690430,10477.690430,46787500
2022-10-06,10506.110352,10525.379883,10358.780273,10391.129883,10391.129883,49478000
2022-10-07,10343.450195,10439.879883,10297.190430,10308.570313,10308.570313,47889300
2022-10-10,10238.879883,10290.709961,10200.240234,10262.519531,10262.519531,46915800
2022-10-11,10199.769531,10230.450195,10122.509766,10207.830078,10207.830078,39794400
2022-10-12,10198.889648,10249.910156,10139.660156,10199.320313,10199.320313,39305300
2022-10-13,10129.030273,10227.900391,10010.780273,10227.900391,10227.900391,48067900
2022-10-14,10322.400391,10460.110352,10305.740234,10329.339844,10329.339844,51183900
2022-10-17,10326.919922,10538.320313,10296.169922,10498.709961,10498.709961,38216400
2022-10-18,10513.990234,10645.709961,10513.969727,10578.759766,10578.759766,41706000
2022-10-19,10582.740234,10591.900391,10484.139648,10484.139648,10484.139648,35399700
2022-10-20,10461.950195,10502.139648,10426.200195,10473.450195,10473.450195,34664200
2022-10-21,10387.129883,10461.540039,10319.860352,10418.599609,10418.599609,44977700
2022-10-24,10489.799805,10628.790039,10472.379883,10595.530273,10595.530273,40971100
2022-10-25,10639.959961,10773.759766,10629.549805,10773.339844,10773.339844,46787100
2022-10-26,10760.360352,10821.290039,10689.809570,10817.209961,10817.209961,40669200
2022-10-27,10787.269531,10789.950195,10702.490234,10706.620117,10706.620117,89643700
2022-10-28,10649.150391,10783.540039,10635.049805,10772.370117,10772.370117,50161400
2022-10-31,10794.959961,10850.309570,10746.190430,10827.929688,10827.929688,52600400
2022-11-01,10870.089844,10926.540039,10755.330078,10783.650391,10783.650391,33818100
2022-11-02,10821.719727,10864.620117,10766.769531,10806.230469,10806.230469,32975200
2022-11-03,10724.780273,10741.519531,10633.379883,10710.589844,10710.589844,32624400
2022-11-04,10727.830078,10852.480469,10707.620117,10787.769531,10787.769531,40552200
2022-11-07,10751.990234,10806.620117,10712.879883,10750.389648,10750.389648,34498100
2022-11-08,10725.879883,10845.269531,10718.320313,10827.040039,10827.040039,39262400
2022-11-09,10813.679688,10911.450195,10803.040039,10904.330078,10904.330078,35709400
2022-11-10,10882.089844,11147.679688,10846.410156,11120.490234,11120.490234,50118100
2022-11-11,11091.160156,11252.160156,11087.910156,11127.150391,11127.150391,68834500
2022-11-14,11116.309570,11129.500000,10993.099609,10999.589844,10999.589844,41997000
2022-11-15,11008.889648,11087.419922,10991.740234,11026.219727,11026.219727,40182400
2022-11-16,11022.349609,11022.349609,10922.450195,10936.620117,10936.620117,36685200
2022-11-17,10962.280273,10993.110352,10838.799805,10917.879883,10917.879883,32549600
2022-11-18,10991.629883,11063.879883,10949.419922,11045.490234,11045.490234,44285900
2022-11-21,11022.750000,11101.919922,11019.980469,11085.040039,11085.040039,34491400
2022-11-22,11074.929688,11104.839844,11046.820313,11074.299805,11074.299805,29670300
2022-11-23,11077.540039,11104.129883,11066.040039,11094.459961,11094.459961,48210600
2022-11-24,11088.620117,11175.269531,11085.379883,11157.559570,11157.559570,37168400
2022-11-25,11166.330078,11188.290039,11140.379883,11168.030273,11168.030273,67759200
2022-11-28,11147.669922,11199.190430,11115.370117,11162.160156,11162.160156,78928100
2022-11-29,11160.089844,11176.969727,11071.559570,11077.809570,11077.809570,90091000
2022-11-30,11143.070313,11204.879883,11127.769531,11127.769531,11127.769531,122259800
2022-12-01,11215.500000,11283.870117,11207.559570,11238.200195,11238.200195,95237300
2022-12-02,11206.530273,11234.250000,11122.679688,11198.129883,11198.129883,113722400
2022-12-05,11196.469727,11239.759766,11170.929688,11194.669922,11194.669922,107446800
2022-12-06,11185.679688,11208.110352,11085.280273,11109.330078,11109.330078,106876000
2022-12-07,11062.089844,11077.769531,11000.639648,11009.950195,11009.950195,45713800
2022-12-08,11022.160156,11035.959961,10940.269531,11004.530273,11004.530273,44413700
2022-12-09,11010.700195,11101.330078,10980.799805,11068.299805,11068.299805,68181300
2022-12-12,11037.360352,11050.299805,10989.769531,11033.639648,11033.639648,46639700
2022-12-13,11070.620117,11223.469727,11014.160156,11136.620117,11136.620117,53410800
2022-12-14,11110.089844,11175.450195,11079.519531,11160.690430,11160.690430,55328400
2022-12-15,11093.139648,11093.139648,10880.139648,10880.139648,10880.139648,63403900
2022-12-16,10895.400391,10913.650391,10746.370117,10770.379883,10770.379883,118069500
